"","Raw.genus","Raw.species"
"636","Gnamptogenys","Gnamptogenys bispinosa"
"637","Gnamptogenys","Gnamptogenys teffensis"
"638","Pseudomyrmex","Pseudomyrmex rufomedius"
"639","Calomyrmex","Calomyrmex similis"
"640","Amblyopone","Amblyopone orizabana"
"641","Camponotus","Camponotus texens"
"642","Camponotus","Camponotus clerodendri"
"643","Dolichoderus","Dolichoderus laminatus"
"644","Rogeria","Rogeria blanda"
"645","Cephalotes","Cephalotes flavigaster"
"646","Myrmica","Myrmica bergi"
"647","Pheidole","Pheidole plagiaria"
"648","Acromyrmex","Acromyrmex balzani"
"649","Baracidris","Baracidris pilosa"
"650","Pheidole","Pheidole dasypyx"
"651","Ochetellus","Ochetellus glaber"
"652","Strumigenys","Strumigenys nanzanensis"
"653","Pheidole","Pheidole guajirana"
"654","Crematogaster","Crematogaster sikkimensis"
"655","Melophorus","Melophorus kuklos"
"656","Melophorus","Melophorus sericothrix"
"657","Pheidole","Pheidole rima"
"658","Carebara","Carebara panamensis"
"659","Pheidole","Pheidole analavelona"
"660","Monomorium","Monomorium pallidipes"
"661","Monomorium","Monomorium ergatogyna"
"662","Monomorium","Monomorium lindbergi"
"663","Formica","Formica yessensis"
"664","Pseudolasius","Pseudolasius gowdeyi"
"665","Blepharidatta",""
"666","Acropyga","Acropyga moluccana"
"667","Cardiocondyla","Cardiocondyla nigra"
"668","Polyrhachis","Polyrhachis guerini"
"669","Polyrhachis","Polyrhachis grandis"
"670","Myrmica","Myrmica ademonia"
"671","Eurhopalothrix","Eurhopalothrix insidiatrix"
"672","Cataglyphis","Cataglyphis mauritanicus"
"673","Acromyrmex","Acromyrmex niger"
"674","Plagiolepis","Plagiolepis exigua"
"675","Leptogenys","Leptogenys sagaris"
"676","Orectognathus","Orectognathus alligator"
"677","Opisthopsis","Opisthopsis major"
"678","Opisthopsis","Opisthopsis linnaei"
"679","Cataulacus","Cataulacus pilosus"
"680","Cerapachys","Cerapachys validus"
"681","Cerapachys","Cerapachys vespula"
"682","Procryptocerus","Procryptocerus victoris"
"683","Tricytarus","Tricytarus parviumgulatus"
"684","Gnamptogenys","Gnamptogenys lucida"
"685","Hypoponera","Hypoponera neglecta"
"686","Pseudomyrmex","Pseudomyrmex tachigaliae"
"687","Myrmoteras","Myrmoteras susanneae"
"688","Myrmica","Myrmica lonae"
"689","Pyramica","Pyramica tenuipilis"
"690","Myrmentoma",""
"691","Polyrhachis",""
"692","Lioponera","Lioponera macrops"
"693","Myrmecia",""
"694","Camponotus","Camponotus ferreri"
"695","Camponotus","Camponotus atriscapus"
"696","Dolichoderus","Dolichoderus bidens"
"697","Solenopsis","Solenopsis jacoti"
"698","Plagiolepis","Plagiolepis schmitzii"
"699","Aenictus","Aenictus rotundatus"
"700","Crematogaster","Crematogaster gerstaeckeri"
"701","Crematogaster","Crematogaster laeviceps"
"702","Crematogaster","Crematogaster striatula"
"703","Camponotus","Camponotus foreli"
"704","Leptanilloides","Leptanilloides caracola"
"705","Royidris","Royidris notorthotenes"
"706","Pachycondyla","Pachycondyla wallacea"
"707","Odontophotopsis","Odontophotopsis serca"
"708","Pheidole","Pheidole rugiceps"
"709","Tetramorium","Discothyrea berlita"
"710","Cardiocondyla","Cardiocondyla atalanta"
"711","Camponotus","Camponotus herculeanus"
"712","Anochetus","Anochetus avius"
"713","Pheidole","Pheidole koshewnikovi"
"714","Prenolepis","Prenolepis mediops"
"715","Terataner","Terataner panoply"
"716","Pheidole","Pheidole balatro"
"717","Leptogenys","Leptogenys chrislaini"
"718","Pyramica","Pyramica hexamera"
"719","Paratrachymyrmex",""
"720","Tetraponera","Tetraponera indet"
"721","Camponotus","Camponotus lateralis"
"722","Monomorium","Monomorium opacum"
"723","Formica","Formica obtusopilosa"
"724","Harpagoxenus","Harpagoxenus sublaevis"
"725","Polyrhachis","Polyrhachis electra"
"726","Polyrhachis","Polyrhachis sculpta"
"727","Tetraponera","Tetraponera ledouxi"
"728","Anochetus","Anochetus seminiger"
"729","Strumigenys","Strumigenys xenos"
"730","Leptogenys","Leptogenys caeciliae"
"731","Rhytidoponera","Rhytidoponera violacea"
"732","Pheidole","Pheidole longipes"
"733","Tetramorium","Tetramorium plesiarum"
"734","Tetramorium","Tetramorium platynode"
"735","Crematogaster","Crematogaster opaciceps"
"736","Pogonomyrmex","Pogonomyrmex apache"
"737","Melophorus","Melophorus anderseni"
"738","Amblyopone","Amblyopone hackeri"
"739","Camponotus","Camponotus yessensis"
"740","Camponotus","Camponotus mirabilis"
"741","Camponotus","Camponotus wiederkehri"
"742","Camponotus","Camponotus spinolae"
"743","Camponotus","Camponotus maudella"
"744","Camponotus","Camponotus punctiventris"
"745","Odontomachus","Odontomachus simillimus"
"746","Papyrius","Papyrius flavus"
"747","Cephalotes","Cephalotes varians"
"748","Cephalotes","Cephalotes placidus"
"749","Cephalotes","Cephalotes scutulatus"
"750","Cataglyphis","Cataglyphis bicolor"
"751","Crematogaster","Crematogaster brevispinosa"
"752","Tapinoma","Tapinoma ramulorum"
"753","Neivamyrmex","Neivamyrmex klugii"
"754","Prenolepis","Prenolepis imparis"
"755","Royidris","Royidris longiseta"
"756","Pheidole","Pheidole glomericeps"
"757","Pheidole","Pheidole laevithorax"
"758","Polyergus","Polyergus montivagus"
"759","Polyrhachis","Polyrhachis wilmsi"
"760","Tapinoma","Tapinoma subboreale"
"761","Leptogenys","Leptogenys diana"
"762","Ooceraea","Ooceraea quadridentata"
"763","Pachycondyla","Pachycondyla antecurvata"
"764","Apterostigma","Apterostigma angustum"
"765","Gnamptogenys","Gnamptogenys ericae"
"766","Aphaenogaster","Aphaenogaster japonica"
"767","Monomorium","Monomorium wheelerorum"
"768","Pseudolasius","Pseudolasius leopoldi"
"769","Calyptomyrmex","Calyptomyrmex nedjem"
"770","Anonychomyrma","Anonychomyrma scrutator"
"771","Anonychomyrma","Anonychomyrma procidua"
"772","Ocymyrmex","Ocymyrmex cilliei"
"773","Apterostigma","Apterostigma steigeri"
"774","Polyrhachis","Polyrhachis bakeri"
"775","Myrmelachista","Myrmelachista kloetersi"
"776","Eciton","Eciton mexicanum"
"777","Myrmicaria","Myrmicaria nigra"
"778","Proceratium","Proceratium cavinodus"
"779","Rhytidoponera","Rhytidoponera luteipes"
"780","Podomyrma","Podomyrma simillima"
"781","Leptothorax","Leptothorax cornibrevis"
"782","Crematogaster","Crematogaster laestrygon"
"783","Crematogaster","Crematogaster onusta"
"784","Gnamptogenys","Gnamptogenys malaensis"
"785","Doronomyrmex","Doronomyrmex pocahontas"
"786","Camponotus","Camponotus pressipes"
"787","Camponotus","Camponotus mississippiensis"
"788","Camponotus","Camponotus blandus"
"789","Camponotus","Camponotus bianconii"
"790","Camponotus","Camponotus gilviventris"
"791","Solenopsis","Solenopsis pawaensis"
"792","Myrmecia","Myrmecia fulgida"
"793","Cephalotes","Cephalotes alveolatus"
"794","Carebara","Carebara oni"
"795","Pheidole","Pheidole variabilis"
"796","Pogonomyrmex","Pogonomyrmex schmitti"
"797","Leptothorax","Leptothorax rugatulus"
"798","Prenolepis","Prenolepis melanogaster"
"799","Oxyepoecus","Oxyepoecus browni"
"800","Crematogaster","Crematogaster ampla"
"801","Camponotus","Camponotus maculatus"
"802","Crematogaster","Crematogaster crucis"
"803","Pheidole","Pheidole fracticeps"
"804","Leptanilloides","Leptanilloides nomada"
"805","Crematogaster","Cremastogaster tricolor"
"806","Meranoplus","Meranoplus variabilis"
"807","Stegomyrmex","Stegomyrmex olindae"
"808","Nesomyrmex","Nesomyrmex capricornis"
"809","Pachycondyla","Pachycondyla carinulata"
"810","Cardiocondyla","Cardiocondyla strigifrons"
"811","Leptogenys","Leptogenys fotsivava"
"812","Pheidole","Pheidole sparsa"
"813","Camponotus","Camponotus guanchus"
"814","Formica","Formica curiosa"
"815","Polyrhachis","Polyrhachis consimilis"
"816","Myrmelachista","Myrmelachista longinoda"
"817","Pachycondyla","Pachycondyla goeldii"
"818","Prolasius","Prolasius nitidissimus"
"819","Acromyrmex","Acromyrmex balzani"
"820","Leptogenys","Leptogenys hackeri"
"821","Pheidole","Pheidole inquilina"
"822","Pheidole","Pheidole bicarinata"
"823","Pheidole","Pheidole hyatti"
"824","Pheidole","Pheidole peregrina"
"825","Crematogaster","Crematogaster trautweini"
"826","Pachycondyla","Euponera luteipes"
"827","Camponotus","Camponotus buddhae"
"828","Camponotus","Camponotus pennsylvanicus"
"829","Camponotus","Camponotus orthocephalus"
"830","Dolichoderus","Dolichoderus decollatus"
"831","Carebara","Carebara langi"
"832","Pheidole","Pheidole pubiventris"
"833","Technomyrmex","Technomyrmex bicolor"
"834","Crematogaster","Crematogaster stadelmanni"
"835","Eciton","Eciton burchellii"
"836","Myrmicaria","Myrmicaria foreli"
"837","Camponotus","Camponotus marianensis"
"838","Camponotus","Camponotus xanthopilus"
"839","Pachycondyla","Pachycondyla sennaarensis"
"840","Dorylus","Dorylus kohli"
"841","Melophorus","Melophorus xouthos"
"842","Proceratium","Proceratium rugigaster"
"843","",""
"844","Monomorium","Monomorium sutu"
"845","Monomorium","Monomorium borlei"
"846","Monomorium","Monomorium barbatulum"
"847","Pseudolasius","Pseudolasius sunda"
"848","Sphinctomyrmex","Sphinctomyrmex steinheili"
"849","Aphaenogaster","Aphaenogaster ujhelyii"
"850","Acropyga","Acropyga donisthorpei"
"851","Aenictus","Aenictus vagans"
"852","Polyrhachis","Polyrhachis pyrgops"
"853","Polyrhachis","Polyrhachis schang"
"854","Polyrhachis","Polyrhachis relucens"
"855","Myrmica","Myrmica ferganensis"
"856","Myrmica","Myrmica nearctica"
"857","Myrmelachista","Myrmelachista hoffmanni"
"858","Diacamma","Diacamma cupreum"
"859","Dendromyrmex","Dendromyrmex apicalis"
"860","Leptogenys","Leptogenys bohlsi"
"861","Asymphylomyrmex","Asymphylomyrmex balticus"
"862","Ochetellus","Ochetellus itoi"
"863","Pheidole","Pheidole amata"
"864","Pheidole","Pheidole crassicornis"
"865","Tetramorium","Tetramorium guineense"
"866","Tetramorium","Tetramorium kelleri"
"867","Leptothorax","Leptothorax subditivus"
"868","Crematogaster","Crematogaster kohli"
"869","Crematogaster","Crematogaster ochracea"
"870","Crematogaster","Crematogaster clariventris"
"871","Crematogaster","Crematogaster politula"
"872","Iridomyrmex","Iridomyrmex bicknelli"
"873","Gnamptogenys","Gnamptogenys relicta"
"874","Camponotus","Camponotus excisus"
"875","Camponotus","Camponotus claripes"
"876","Camponotus","Camponotus japonicus"
"877","Camponotus","Camponotus cillae"
"878","Camponotus","Camponotus divergens"
"879","Azteca","Azteca fasciata"
"880","Hypoponera","Hypoponera punctatissima"
"881","Monomorium","Monomorium xuthosoma"
"882","Camponotus","Camponotus erythrocephalus"
"883","Odontophotopsis","Odontophotopsis dentifera"
"884","Echinopla","Echinopla fisheri"
"885","Cerapachys","Cerapachys cohici"
"886","Pachycondyla","Pachycondyla procidua"
"887","Discothyrea","Discothyrea humilis"
"888","Myrmecocystus","Myrmecocystus mimicus"
"889","Tapinoma","Tapinoma annandalei"
"890","Apterostigma","Apterostigma collare"
"891","Aenictus","Aenictus bottegoi"
"892","Polyrhachis","Polyrhachis constricta"
"893","Polyrhachis","Polyrhachis sericata"
"894","Romblonella","Romblonella heatwolei"
"895","Myrmica","Myrmica punctiventris"
"896","Myrmica","Myrmica pinetorum"
"897","Liometopum","Liometopum microcephalum"
"898","Pachycondyla","Pachycondyla picardi"
"899","Pyramica","Pyramica eggersi"
"900","Leptogenys","Leptogenys davydovi"
"901","Leptogenys","Leptogenys crustosa"
"902","Oxyepoecus","Oxyepoecus inquilinus"
"903","Orectognathus","Orectognathus versicolor"
"904","Leptothorax","Leptothorax acervorum"
"905","Crematogaster","Crematogaster oscaris"
"906","Pogonomyrmex","Pogonomyrmex brevispinosus"
"907","Trachymyrmex","Trachymyrmex intermedius"
"908","Acanthostichus","Acanthostichus sanchezorum"
"909","Chelaner",""
"910","Camponotus","Camponotus planus"
"911","Solenopsis","Solenopsis fairchildi"
"912","Carebara","Carebara sicheli"
"913","Myrmecia","Myrmecia occidentalis"
"914","Lordomyrma","Lordomyrma tortuosa"
"915","Eciton","Eciton vagans"
"916","Messor","Messor galla"
"917","Axinidris","Axinidris mlalu"
"918","Temnothorax","Temnothorax saxonicus"
"919","Nesomyrmex","Nesomyrmex entabeni"
"920","Polyrhachis","Polyrhachis doudou"
"921","Meranoplus","Meranoplus christinae"
"922","Tetramorium","Tetramorium ultor"
"923","Camponotus","Camponotus madagascarensis"
"924","Tetramorium","Tetramorium norvigi"
"925","Strumigenys","Strumigenys tisiphone"
"926","Pyramica","Pyramica zeteki"
"927","Pheidole","Pheidole anomala"
"928","Monomorium","Monomorium xanthognathum"
"929","Sphinctomyrmex","Sphinctomyrmex clarus"
"930","Meranoplus","Meranoplus niger"
"931","Aenictus","Aenictus asperivalvus"
"932","Polyrhachis","Polyrhachis hoelldobleri"
"933","Polyrhachis","Polyrhachis longipes"
"934","Polyrhachis","Polyrhachis scabra"
"935","Polyrhachis","Polyrhachis emmae"
"936","Polyrhachis","Polyrhachis paxilla"
"937","Polyrhachis","Polyrhachis fruhstorferi"
"938","Basiceros","Basiceros redux"
"939","Myrmica","Myrmica aemula"
"940","Myrmica","Myrmica angulinodis"
"941","Eurhopalothrix","Eurhopalothrix jennya"
"942","Anochetus","Anochetus risii"
"943","Pachycondyla","Pachycondyla laevigata"
"944","Technomyrmex","Technomyrmex sundaicus"
"945","Stegomyrmex","Stegomyrmex connectens"
"946","Colobostruma","Colobostruma froggatti"
"947","Lepisiota","Lepisiota emmelii"
"948","Euprenolepis",""
"949","Rhytidoponera","Rhytidoponera scabrior"
"950","Pheidole","Pheidole punctatissima"
"951","Pheidole","Pheidole aberrans"
"952","Pheidole","Pheidole lignicola"
"953","Tetramorium","Tetramorium africanum"
"954","Leptothorax","Leptothorax longispinosus"
"955","Pogonomyrmex","Pogonomyrmex carbonarius"
"956","Leptanilla",""
"957","Cladomyrma","Cladomyrma maryatiae"
"958","Hypoponera","Hypoponera herbertonensis"
"959","Pseudomyrmex",""
"960","Pseudomyrmex","Pseudomyrmex kuenckeli"
"961","Camponotus","Camponotus nigricans"
"962","Camponotus","Camponotus bottegoi"
"963","Camponotus","Camponotus iridis"
"964","Camponotus","Camponotus loa"
"965","Dolichoderus","Dolichoderus lamellosus"
"966","Cephalotes","Cephalotes fiebrigi"
"967","Plagiolepis","Plagiolepis pygmaea"
"968","Neivamyrmex","Neivamyrmex pilosus"
"969","Prionopelta","Prionopelta media"
"970","Diacamma","Diacamma geometricum"
"971","Strumigenys","Strumigenys sphera"
"972","Pheidole","Pheidole excubitor"
"973","Pheidole","Pheidole thrasys"
"974","Anochetus","Anochetus alae"
"975","Nesomyrmex","Nesomyrmex rugosus"
"976","Temnothorax","Temnothorax lucidus"
"977","Myopias","Myopias sonthichaiae"
"978","Haidomyrmex","Haidomyrmex davidbowiei"
"979","Monomorium","Monomorium vonatu"
"980","Monomorium","Monomorium kitectum"
"981","Meranoplus","Meranoplus mjobergi"
"982","Polyrhachis","Polyrhachis compressicornis"
"983","Polyrhachis","Polyrhachis spinicola"
"984","Polyrhachis","Polyrhachis cleopatra"
"985","Pachycondyla","Pachycondyla kruegeri"
"986","Pachycondyla","Pachycondyla fuscoatra"
"987","Strumigenys","Strumigenys scelesta"
"988","Stegomyrmex","Stegomyrmex manni"
"989","Proceratium","Proceratium diplopyx"
"990","Plagiolepis","Plagiolepis squamifera"
"991","Octostruma","Octostruma betschi"
"992","Mycetarotes","Mycetarotes parallelus"
"993","Pyramica","Pyramica bunki"
"994","Leptogenys","Leptogenys arnoldi"
"995","Leptogenys","Leptogenys havilandi"
"996","Tetramorium","Tetramorium pulchellum"
"997","Tetramorium","Tetramorium khnum"
"998","Crematogaster","Crematogaster delagoensis"
"999","Metapone","Metapone greeni"
"1000","Pseudomyrmex","Pseudomyrmex peperi"
"1001","Myrmoteras",""
"1002","Ectomomyrmex","Ectomomyrmex ruficornis"
"1003","Camponotus","Camponotus planatus"
"1004","Camponotus","Camponotus obscuripes"
"1005","Solenopsis","Solenopsis metanotalis"
"1006","Eciton","Eciton burchellii"
"1007","Oxyopomyrmex","Oxyopomyrmex saulcyi"
"1008","Crematogaster","Crematogaster wardi"
"1009","Pheidole","Pheidole securiger"
"1010","Stenamma","Stenamma brujita"
"1011","Nylanderia","Nylanderia emmae"
"1012","Tetramorium","Tetramorium myrmidon"
"1013","Cardiocondyla","Cardiocondyla bicoronata"
"1014","Neoponera","Neoponera obscuricornis"
"1015","Polyrhachis","Polyrhachis obesior"
"1016","Camponotus","Camponotus donnellani"
"1017","Formica","Formica dakotensis"
"1018","Goniomma","Goniomma blanci"
"1019","Dorylus","Dorylus labiatus"
"1020","Anochetus","Anochetus punctaticeps"
"1021","Myrmicocrypta","Myrmicocrypta tuberculata"
"1022","Prolasius","Prolasius advenus"
"1023","Leptogenys","Leptogenys schwabi"
"1024","Rhytidoponera","Rhytidoponera cerastes"
"1025","Stigmacros","Stigmacros clivispina"
"1026","Tetramorium","Tetramorium somniculosum"
"1027","Myopias","Myopias loriai"
"1028","Crematogaster","Crematogaster anthracina"
"1029","Paratrechina","Paratrechina cisipa"
"1030","Iridomyrmex","Iridomyrmex mattiroloi"
"1031","Gnamptogenys","Gnamptogenys menadensis"
"1032","Hypoponera","Hypoponera orba"
"1033","Camponotus","Camponotus scissus"
"1034","Camponotus","Camponotus scalaris"
"1035","Camponotus","Camponotus blandus"
"1036","Camponotus","Camponotus solon"
"1037","Dolichoderus","Dolichoderus cuspidatus"
"1038","Ponera","Ponera scabra"
"1039","Cephalotes","Cephalotes bimaculatus"
"1040","Dorylus","Dorylus gerstaeckeri"
"1041","Polyrhachis","Polyrhachis aurea"
"1042","Polyrhachis","Polyrhachis hippomanes"
"1043","Melophorus","Melophorus turneri"
"1044","Aphaenogaster","Aphaenogaster crocea"
"1045","Solenopsis","Solenopsis scelesta"
"1046","Hypoponera","Hypoponera austra"
"1047","Adelomyrmex","Adelomyrmex costatus"
"1048","Pheidole","Pheidole antillana"
"1049","Colobopsis","Colobopsis dentata"
"1050","Pheidole","Pheidole bakeri"
"1051","Crematogaster","Crematogaster telolafy"
"1052","Gnamptogenys","Gnamptogenys enodis"
"1053","Tetramorium","Tetramorium jarawa"
"1054","Chalepoxenus","Chalepoxenus kutteri"
"1055","Temnothorax","Temnothorax artvinensis"
"1056","Leptogenys","Leptogenys manja"
"1057","Prionomyrmex","Prionomyrmex gusakovi"
"1058","Monomorium","Monomorium jacksoni"
"1059","Aphaenogaster","Aphaenogaster occidentalis"
"1060","Acropyga","Acropyga epedana"
"1061","Stenamma","Stenamma schmitti"
"1062","Megalomyrmex","Megalomyrmex latreillei"
"1063","Brachymyrmex","Brachymyrmex musculus"
"1064","Polyrhachis","Polyrhachis aurora"
"1065","Myrmica",""
"1066","Myrmica","Myrmica americana"
"1067","Lophomyrmex","Lophomyrmex birmanus"
"1068","Myrmicocrypta","Myrmicocrypta spinosa"
"1069","Strumigenys","Strumigenys trinidadensis"
"1070","Strumigenys","Strumigenys deltisquama"
"1071","Acromyrmex","Acromyrmex fracticornis"
"1072","Rhytidoponera","Rhytidoponera maniae"
"1073","Pheidole","Pheidole chilensis"
"1074","Tetramorium","Tetramorium microgyna"
"1075","Cataulacus","Cataulacus elongatus"
"1076","Gnamptogenys","Gnamptogenys fernandezi"
"1077","Neivamyrmex","Neivamyrmex opacithorax"
"1078","Neivamyrmex","Neivamyrmex leptognathus"
"1079","Forelius","Forelius breviscapus"
"1080","Zasphinctus","Zasphinctus steinheili"
"1081","Camponotus","Camponotus nigroaeneus"
"1082","Camponotus","Camponotus santosi"
"1083","Camponotus","Camponotus fumidus"
